sutra_ref	sutra_id	final_form	dhatu_root	dhatu_meaning	gana	wiki_target	chain
1.2.6	12006	बभूव	भू	सत्तायाम्		myLearnings/General_Stuff/experiments/01.0001__भू_सत्तायाम्	बभूव। भू+लिट्। भू+णल्। भू+अ। भू+भू+अ। भ् अ+भू+अ। ब+भू+वुक्+अ। ब+भू+व्+अ। बभूव।
1.2.7	12007	मृडित्वा	मृड	सुखने	तु०प०		मृडित्वा। मृड्+क्त्वा। मृड्+इट्+त्वा। मृड्+इ+त्वा। मृडित्वा+सुँ। मृडित्वा। -
1.2.7	12007	उदित्वा	वद	व्यक्तायां वाचिं	भ्वा०प०		उदित्वा। वद्+क्त्वा। वद्+इट्+त्वा। वद्+इ+त्वा। उ अ +इ+त्वा। उद्+इ+त्वा। उदित्वा+सुँ। उदित्वा।
1.2.7	12007	उषित्वा	वसँ	निवासे	भ्वा०प०	01.1160__वसँ_निवासे	उषित्वा। वस्+क्त्वा। वस्+इट्+त्वा। वस्+इट्+त्वा। वस्+इ+त्वा। उ अ स्+इ+त्वा। उस्+इ+त्वा। उष्+इ+त्वा। उषित्वा+सुँ। उषित्वा।
1.2.8	12008	रुदित्वा	रुदिँर्	अश्रुविमोचने		02.0062__रुदिँर्_अश्रुविमोचने	रुदित्वा। रुद्+क्त्वा। रुद्+इट्+त्वा। रुद्+इ+त्वा। रुदित्वा + सुँ। रुदित्वा।
1.2.8	12008	गृहीत्वा	ग्रहँ	उपादाने		09.0071__ग्रहँ_उपादाने	गृहीत्वा। ग्रह+ क्त्वा। ग्रह+इट्+त्वा। ग्रह+इ+त्वा। गृ अ ह्+इ+त्वा। गृह+ई+त्वा। गृहीत्वा+सुँ। गृहीत्वा।
1.2.8	12008	रुरुदिषति	रुदिर्	अश्रुविमोचनें	अ०५०		रुरुदिषति। रुद्+सन्। रुद्+रुद्+स। रु+रुद्+इट्+स। रु+रुद्+इ+स। रुरुदिष+लट्। रुरुदिषे+ल्। रुरुदिष+शप्+तिप्। रुरुदष+अ+ति। रुरुदिषति। ﻿
1.2.9	12009	चिचीषति	चिञ्	चयने		05.0005__चिञ्_चयने	चिचीषति। चि+सन्। चि+चि+स | चि+ची+ष। चिचीष+लट्। चिचीष + शप् + तिप्। चिचीष+अ+ति। चिचीषति।
1.2.10	12010	बिभित्सति	भिदिँर्	विदारणे	रुधा०प०	07.0002__भिदिँर्_विदारणे	बिभित्सति। भिद्+सन्। भिद्+भिद्+स | बि+भित्+स। बिभित्स+लट्। बिभित्स+शप्+ति। बिभित्स+अ+ति। बिभित्सति।
1.2.11	12011	भित्सीष्ट	भिदिर	विदारणे	रुधा०प०		भित्सीष्ट। भिद्+लिड्। भिद्+सीयुट्+ल। भिद्+सीय+त। भिद्+सीय+सुँट्+त। भिद्+सीय+स्+त। भित्+सी+ष+ट। भिसीष्ट।
1.2.11	12011	अभित्त	भिदिर	विदारणे	रुधा०प०		अभित्त। भिद्+लुङ्। भिद्+च्नि+ल। भिद्+सिच्+त। अट्+भिद्+स्+त। अ+भित्+o+त। अभित्त।
1.2.12	12012	कृषीष्ट	डुकृञ्	करणे	तना०उ०	08.0010__डुकृञ्_करणे	कृषीष्ट। कृ+लिङ्। कृ+सीयुट्+ल्। कृ+सीय+त। कृ+सीय सुट्+त। कृ+सीय+स्+त। कृ+सी+ष्+ट। कृषीष्ट।
1.2.12	12012	अकृत	डुकृञ	करणे	तना०उ०		अकृत। कृ+लुङ्। अट्+कृ+लि+ल। अ+कृ+सिच्+त। अ+कृ+स्+त। अ+कृ+o+त। अकृत।
1.2.13	12013	संगसीष्ट	सम्	उपसर्ग पूर्वक गम्लु गतौ	भ्वा०प०		संगसीष्ट। सम्+गम्+लिङ्। सम्+गम्+ल। सम्+गम्+सीयुट्+ल। सम्+गम्+सीय+त। सम्+गम्+सीय+सुँट्+त। सम्+गम्+सी+स्+त। सम्+गम्+सी+ष्+ट। सं+गं+सी++ट। संगसीष्ट।
1.2.13	12013	समगत	सम्	उपसर्गपूर्वक गम्लु गतौ	भ्वा०प०		समगत। सम्+गम्+लुङ्। सम्+अट्+गम्+च्लि+ल्। सम्+अ+गम्+स्+त। सम्+अ+गं+स्+त। सम्+अ+ग+o+त। समगत।
1.2.14	12014	आहत	हन्	हिंसागत्योः	अदा०प०		आहत। आङ्+हन्+लुङ्। आ+अट् हन्+च्लि+ल। आ+हन्+सिच्+त। आ+हन्+स्+त। आ+हं+स्+त। आ+ह+o+त। आहत।
1.2.17	12017	उपास्थित	छा	गतिनिवृत्तौ	भ्वा०प०		उपास्थित। स्था+लुङ्। अट्+स्था+दिल+ल। अस्था+सिच्+त। अ+स्था+स्+त। अ+स्थ् इ+स्+त। अ+स्थि+o+त। अस्थित। उप+अस्थित। उपास्थित।
1.2.18	12018	देवित्वा	दिवु	क्रीडा - विजिगीषा-व्यवहार-द्युति- स्तुति-मोद-मद- स्वप्न	दि०प०		देवित्वा। दिव्+क्त्वा। दिव्+इट्+त्वा। देव+इ+त्वा। देवित्वा+सुँ। देवित्वा।
1.2.19	12019	शयितः	शीङ्	स्वप्ने	अदा०आ०		शयितः। शीड्+क्त। शी+इट्+त। शे+इ+त। श् अय्+इ+त। शयित+सुँ। शयितः।
